id,text,clean_text,will_labels,ty_labels,will_binary_label,ty_binary_label
1002,"Not only are health-care costs up, but we don t seem to be getting much more in return. Would even the slickest lobbyist claim that American health care is twice as good as it was in 2000? If anything, our health-care woes seem to have worsened. More people go without insurance, total patient satisfaction is down, and the number of medical errors is staggering.","Not only are health-care costs up, but we don t seem to be getting much more in return. Would even the slickest lobbyist claim that American health care is twice as good as it was in 2000? If anything, our health-care woes seem to have worsened. More people go without insurance, total patient satisfaction is down, and the number of medical errors is staggering.",['0'],['0'],0,0
1971,www.areanews.com .au/story/.../australias-antarctic-runway-melting/?...,www.areanews.com .au/story/.../australias-antarctic-runway-melting/?...,['0'],['0'],0,0
1266,"In my testimony on behalf of NRDC, I made three main points:","In my testimony on behalf of NRDC, I made three main points:",['0'],['0'],0,0
402,"Carbon dioxide emissions from non-Organisation for Economic Co-operation and Development countriessuch as China and Indiaare projected to grow by 9 billion tons per year. The Partnership for a Better Energy Future reports: ""for every ton of CO2 reduced in 2030 as a result of EPA's rule, the rest of the world will have increased emissions by more than 16 tons."" Our reduction in 2030 would offset the equivalent of just 13.5 days of CO2 emissions from China. The CPP will become the definition of ""all pain and no gain."" Or, as economist Thomas Sowell calls it: ""replacing what worked with what sounded good.""","Carbon dioxide emissions from non-Organisation for Economic Co-operation and Development countriessuch as China and Indiaare projected to grow by 9 billion tons per year. The Partnership for a Better Energy Future reports: ""for every ton of CO2 reduced in 2030 as a result of EPA's rule, the rest of the world will have increased emissions by more than 16 tons."" Our reduction in 2030 would offset the equivalent of just 13.5 days of CO2 emissions from China. The CPP will become the definition of ""all pain and no gain."" Or, as economist Thomas Sowell calls it: ""replacing what worked with what sounded good.""","['4.2.3', '4.2.4']",['4.2.4'],1,1
571,"Based on simulations provided by mathematical models, climate alarmists generally predict more frequent and more severe floods in response to global warming. In this summary we examine real-world data relative to this claim as it pertains to Asia.","Based on simulations provided by mathematical models, climate alarmists generally predict more frequent and more severe floods in response to global warming. In this summary we examine real-world data relative to this claim as it pertains to Asia.",['1.7'],['5.1.4'],2,2
1012,"Led by The Nature Conservancy and the Alliance for Clean Energy New York, the Roundtable was a collaboration among non-traditional partners – land use planners and conservationists, wind and solar developers, agricultural interests, regulators, and local and state government officials. The Consensus Building Institute facilitated the Roundtable.","Led by The Nature Conservancy and the Alliance for Clean Energy New York, the Roundtable was a collaboration among non-traditional partners – land use planners and conservationists, wind and solar developers, agricultural interests, regulators, and local and state government officials. The Consensus Building Institute facilitated the Roundtable.",['0'],['0'],0,0
343,LIMITATION OF LIABILITY,LIMITATION OF LIABILITY,['0'],['0'],0,0
1644,"By independent I mean I am not employed in a research or academic position; Im not obligated to publish results that encourage future funding for my researchthat is, my research is not agenda-driven. Im a retiree, a pensioner. The only funding I receive is from book sales and donations at my blog.","By independent I mean I am not employed in a research or academic position; Im not obligated to publish results that encourage future funding for my researchthat is, my research is not agenda-driven. Im a retiree, a pensioner. The only funding I receive is from book sales and donations at my blog.",['0'],['0'],0,0
1865,"Environmental Defense Fund is a nonprofit, tax-exempt charitable organization under Section 501(c)(3) of the Internal Revenue Code. Donations are tax-deductible as allowed by law. Tax identification number 11-6107128.","Environmental Defense Fund is a nonprofit, tax-exempt charitable organization under Section 501(c)(3) of the Internal Revenue Code. Donations are tax-deductible as allowed by law. Tax identification number 11-6107128.",['0'],['0'],0,0
859,"With infrared measurements taken since 1980, it is clear the planet is warming. What is remarkable is that this has occurred without any contribution from automobile traffic, energy power plants or any other activity of man. How do we know this? Because the planet we are talking about isn't Earth, but Neptune. Yes, that's right, according to recently published studies by Colorado's Space Science Institute, Neptune has been getting brighter from 1980 to 2004, and infrared measurements confirm the planet is heating up. Since a similar warming has also occurred on Mars, and solar activity is presumed the culprit, it appears these new findings present yet another new twist to this hot topic of global warming!","With infrared measurements taken since 1980, it is clear the planet is warming. What is remarkable is that this has occurred without any contribution from automobile traffic, energy power plants or any other activity of man. How do we know this? Because the planet we are talking about isn't Earth, but Neptune. Yes, that's right, according to recently published studies by Colorado's Space Science Institute, Neptune has been getting brighter from 1980 to 2004, and infrared measurements confirm the planet is heating up. Since a similar warming has also occurred on Mars, and solar activity is presumed the culprit, it appears these new findings present yet another new twist to this hot topic of global warming!",['2.1.1'],['2.1.1'],2,2
387,"Just off the right of the previous image, north side of the river is another power station. Top of image here is the electricity output site.","Just off the right of the previous image, north side of the river is another power station. Top of image here is the electricity output site.",['0'],['0'],0,0
1370,"Over the past 50+ years, North Atlantic OHC anomalies rose at a rate that almost tripled the rise in global OHC anomalies. Refer to Figure 5. I discussed and illustrated the natural factors that impact the long-term North Atlantic OHC anomaly trends in the post North Atlantic Ocean Heat Content (0-700 Meters) Is Governed By Natural Variables . These natural variables include ENSO, the North Atlantic Oscillation (NAO), and Atlantic Meridional Overturning Circulation (AMOC). Unfortunately, the NODC OHC data only extends back to 1955. It is therefore impossible to determine how much of the excessive rise in the North Atlantic is related to AMOC.","Over the past 50+ years, North Atlantic OHC anomalies rose at a rate that almost tripled the rise in global OHC anomalies. Refer to Figure 5. I discussed and illustrated the natural factors that impact the long-term North Atlantic OHC anomaly trends in the post North Atlantic Ocean Heat Content (0-700 Meters) Is Governed By Natural Variables . These natural variables include ENSO, the North Atlantic Oscillation (NAO), and Atlantic Meridional Overturning Circulation (AMOC). Unfortunately, the NODC OHC data only extends back to 1955. It is therefore impossible to determine how much of the excessive rise in the North Atlantic is related to AMOC.",['2.1.3'],['2.1.3'],2,2
1702,"Last summer's record-smashing drought in the US heartland was driven far more by natural variability in weather patterns than by global warming, according to a new analysis by a team of federal and university researchers.","Last summer's record-smashing drought in the US heartland was driven far more by natural variability in weather patterns than by global warming, according to a new analysis by a team of federal and university researchers.",['2.1'],['2.1'],2,2
635,"Long ago I collected a few observations about the fall of Communism that I thought ought to be immortal, but that I've hardly seen mentioned in recent years. Here's my attempt to resurrect them.","Long ago I collected a few observations about the fall of Communism that I thought ought to be immortal, but that I've hardly seen mentioned in recent years. Here's my attempt to resurrect them.",['0'],['0'],0,0
1959,"Lance Morgan, President, Marine Conservation Institute: ""Clearly significant progress towards the treaty was made during this fifth session, but I am disappointed that despite growing evidence of devasting impacts to marine life and calls for much higher ambition we did not reach a treaty. Time is not on our side and we must accelerate our efforts to protect the largest ecosystem on our planet.”","Lance Morgan, President, Marine Conservation Institute: ""Clearly significant progress towards the treaty was made during this fifth session, but I am disappointed that despite growing evidence of devasting impacts to marine life and calls for much higher ambition we did not reach a treaty. Time is not on our side and we must accelerate our efforts to protect the largest ecosystem on our planet.”",['0'],['0'],0,0
1087,"Jobs are growing within the solar industry and offer an opportunity to retrain laid off coal miners with transferable job skills to participate in the new energy economy. Over 230,000 people are already employed in the solar industry, and solar installation jobs are projected to grow by 52%. With the right enabling policies in place, West Virginia can expand its existing solar energy industry and maximize new jobs and investment opportunities.","Jobs are growing within the solar industry and offer an opportunity to retrain laid off coal miners with transferable job skills to participate in the new energy economy. Over 230,000 people are already employed in the solar industry, and solar installation jobs are projected to grow by 52%. With the right enabling policies in place, West Virginia can expand its existing solar energy industry and maximize new jobs and investment opportunities.",['0'],['0'],0,0
1680,"""Even relatively transparent forms of Western aid, such as anti-AIDS assistance, have sometimes backfired, resulting in increased child death rates and harm to countries' health-care systems through brain-drain from critical primary care areas. Foreign aid also has distorting macroeconomic effects even on the few countries that make good use of it, like Uganda, where it resulted in increased inflation and interest rates, harm to its export industry from changes in exchange rates, and other economic problems. In many African countries, aid agencies siphon off so much of the country's scarce skilled manpower that industrial development cannot take off.""","""Even relatively transparent forms of Western aid, such as anti-AIDS assistance, have sometimes backfired, resulting in increased child death rates and harm to countries' health-care systems through brain-drain from critical primary care areas. Foreign aid also has distorting macroeconomic effects even on the few countries that make good use of it, like Uganda, where it resulted in increased inflation and interest rates, harm to its export industry from changes in exchange rates, and other economic problems. In many African countries, aid agencies siphon off so much of the country's scarce skilled manpower that industrial development cannot take off.""",['0'],['0'],0,0
1192,"Let us be clear about what that would mean. The electric power supply will be interrupted when it cannot meet demand. Lights will go out. Offices will cease to function. People will freeze or swelter. Elderly people will die. If sustained, this situation will severely damage the economy. Jobs will be lost. Health will suffer. The poor will get poorer. Flows of money from America to the developing world will shrink.","Let us be clear about what that would mean. The electric power supply will be interrupted when it cannot meet demand. Lights will go out. Offices will cease to function. People will freeze or swelter. Elderly people will die. If sustained, this situation will severely damage the economy. Jobs will be lost. Health will suffer. The poor will get poorer. Flows of money from America to the developing world will shrink.",['0'],['0'],0,0
1161,"9. Which toxic chemicals are released, and where?","9. Which toxic chemicals are released, and where?",['0'],['0'],0,0
1344,"Only in the briefs to the Supreme Court did some industry challengers argue for the first time that the Clean Air Act barred EPA from considering cost in carrying out the Good Neighbor program. Indeed, in a remarkable display of chutzpah, these challengers accused EPA in the Supreme Court of “largely ignoring” a Supreme Court cost precedent (American Trucking v. Whitman) that these challengers themselves had never cited. Further reflecting the switcheroo, scattershot nature of their Supreme Court arguments, industry had told the lower court that they were “not advocating” the implementation approach that they then turned around and argued to the Supreme Court that the statute mandated.","Only in the briefs to the Supreme Court did some industry challengers argue for the first time that the Clean Air Act barred EPA from considering cost in carrying out the Good Neighbor program. Indeed, in a remarkable display of chutzpah, these challengers accused EPA in the Supreme Court of “largely ignoring” a Supreme Court cost precedent (American Trucking v. Whitman) that these challengers themselves had never cited. Further reflecting the switcheroo, scattershot nature of their Supreme Court arguments, industry had told the lower court that they were “not advocating” the implementation approach that they then turned around and argued to the Supreme Court that the statute mandated.",['0'],['0'],0,0
1925,The recent bout of wintry weather and the overall political climate have almost certainly killed climate-change legislation this year.,The recent bout of wintry weather and the overall political climate have almost certainly killed climate-change legislation this year.,['1.3'],['1.3'],2,2
1126,"LNG exports could at most cost on average about $4 a month adding ""as much as $50 to the annual electric bills for the poorest American households by the end of the decade,"" Levi write. ""But the federal Low Income Home Energy Assistance Program could help shield the most vulnerable as long as its financing is protected.""","LNG exports could at most cost on average about $4 a month adding ""as much as $50 to the annual electric bills for the poorest American households by the end of the decade,"" Levi write. ""But the federal Low Income Home Energy Assistance Program could help shield the most vulnerable as long as its financing is protected.""",['0'],['0'],0,0
55,"Not ""world government,"" wildly unpopular among knuckle-draggers in America, but a rebranded alternative, more nuanced and sophisticated, would creep in on little cat feet before the Neanderthals knew what was up.","Not ""world government,"" wildly unpopular among knuckle-draggers in America, but a rebranded alternative, more nuanced and sophisticated, would creep in on little cat feet before the Neanderthals knew what was up.",['0'],['0'],0,0
1406,"Will Hutton, a stockbroker turned left-wing talking head, reviews the climate debate in the aftermath of the Rio conference. It's mostly fairly ill-informed:","Will Hutton, a stockbroker turned left-wing talking head, reviews the climate debate in the aftermath of the Rio conference. It's mostly fairly ill-informed:",['0'],['0'],0,0
103,"Or, to look at it in yet another way, were being told that, while surface temperatures are no longer warming, the oceans to depth continue to warmyet the warming is not occurring in the largest ocean basin, the Pacific, and the North Atlantic is showing evidence of cooling.","Or, to look at it in yet another way, were being told that, while surface temperatures are no longer warming, the oceans to depth continue to warmyet the warming is not occurring in the largest ocean basin, the Pacific, and the North Atlantic is showing evidence of cooling.","['1.4', '1.5']",['1.5'],2,2
645,www.waginargus.com .au/story/.../australias-antarctic-runway-melting...,www.waginargus.com .au/story/.../australias-antarctic-runway-melting...,['0'],['0'],0,0
628,Real Climate bashes Santa Fe and contrarians,Real Climate bashes Santa Fe and contrarians,['0'],['0'],0,0
83,"What's missing from the PBS response is an outright explanation for its lack of skeptic scientist guests, and Ombudsman Getler's ""danger of establishing a false equivalence"" observation was a head-snapper for me because it mimics Society of Environmental Journalists board director Robert McClure's opinion in his October 16th reply to me at his web page here (comment #7).","What's missing from the PBS response is an outright explanation for its lack of skeptic scientist guests, and Ombudsman Getler's ""danger of establishing a false equivalence"" observation was a head-snapper for me because it mimics Society of Environmental Journalists board director Robert McClure's opinion in his October 16th reply to me at his web page here (comment #7).",['5.2.2'],['0'],2,0
1292,"The results of the present study were low compared to those of other such studies of French forests, which have shown productivity increases on the order of 100% over the 20th century. Nevertheless, the authors' results still portended significant growth enhancements throughout the current century. Under a doubled-CO 2 scenario of enhanced greenhouse and aerial fertilization effects, for example, they calculated NPP increases for 14 of the 21 stands studied, obtaining enhancements that ranged from 8 to 55%.","The results of the present study were low compared to those of other such studies of French forests, which have shown productivity increases on the order of 100% over the 20th century. Nevertheless, the authors' results still portended significant growth enhancements throughout the current century. Under a doubled-CO 2 scenario of enhanced greenhouse and aerial fertilization effects, for example, they calculated NPP increases for 14 of the 21 stands studied, obtaining enhancements that ranged from 8 to 55%.",['3.3.1'],['3.3.1'],2,2
1306,"Noting that ""many predictions of the impact of climate change on biodiversity assume a species-specific response to changing environments,"" Seebacher et al . proceed to argue, on the basis of their results, that ""this resolution can be too coarse and that analysis of the impacts of climate change and other environmental variability should be resolved to a population level,"" since their findings suggest that some populations of a species may indeed be able to cope with a change of climate with which others cannot, thereby preventing the otherwise inevitable climate-induced extinction of the species.","Noting that ""many predictions of the impact of climate change on biodiversity assume a species-specific response to changing environments,"" Seebacher et al . proceed to argue, on the basis of their results, that ""this resolution can be too coarse and that analysis of the impacts of climate change and other environmental variability should be resolved to a population level,"" since their findings suggest that some populations of a species may indeed be able to cope with a change of climate with which others cannot, thereby preventing the otherwise inevitable climate-induced extinction of the species.",['3.2.1'],['3.2.1'],2,2
1165,"In fact, it seems the only constant in climate history is change-continuous change, in varying ways at various times, collectively spanning a very broad range of temperatures. What causes these changes is unclear. Temperatures have been warmer than now, and greenhouse gas concentrations higherbut which caused which remains uncertain. As the NRC wrote, ""climate is continually varying on time scales ranging from seasons to the lifetime of Earth.""","In fact, it seems the only constant in climate history is change-continuous change, in varying ways at various times, collectively spanning a very broad range of temperatures. What causes these changes is unclear. Temperatures have been warmer than now, and greenhouse gas concentrations higherbut which caused which remains uncertain. As the NRC wrote, ""climate is continually varying on time scales ranging from seasons to the lifetime of Earth.""","['2.1.4', '2.2.6']",['5.1.1'],2,2
1111,"For one thing, wind turbines and solar panels, which only produce energy if massively subsidized by the state, drive up electricity prices, which kills off manufacturing jobs.","For one thing, wind turbines and solar panels, which only produce energy if massively subsidized by the state, drive up electricity prices, which kills off manufacturing jobs.",['4.1.1'],['4.1.1'],1,1
1287,"In other words, if you are a scientist funded by global warming research money, you make up whatever lie best suits your current funding requirements.","In other words, if you are a scientist funded by global warming research money, you make up whatever lie best suits your current funding requirements.","['5.2.5', '5.3.2']","['5.2.5', '5.3.2']",2,2
341,"In the case of science, the motive is supposed to be the continued advancement of knowledge. In practice, scientists ARE motivated by that common goal, but they also have pressure from money, the future ease of publication, acceptance by peers, and in the case of climate science easy fame.","In the case of science, the motive is supposed to be the continued advancement of knowledge. In practice, scientists ARE motivated by that common goal, but they also have pressure from money, the future ease of publication, acceptance by peers, and in the case of climate science easy fame.",['5.2.5'],['5.2.5'],2,2
828,"In fact extreme weather events such as tropical cyclones (hurricanes, in the US) have been at historic lows with atmospheric carbon dioxide at contemporary highs. Jimmy is seriously full of it.","In fact extreme weather events such as tropical cyclones (hurricanes, in the US) have been at historic lows with atmospheric carbon dioxide at contemporary highs. Jimmy is seriously full of it.",['1.7'],['1.7'],2,2
1874,"Broadly speaking, the IPCC expects this centurys warming to be equivalent to that from a doubling of CO2 concentration. In that event, 1 C is indeed all the warming we should expect from a CO2 doubling. And is that going to be a problem?","Broadly speaking, the IPCC expects this centurys warming to be equivalent to that from a doubling of CO2 concentration. In that event, 1 C is indeed all the warming we should expect from a CO2 doubling. And is that going to be a problem?",['3.4'],['3.4'],2,2
1843,"Some research has shown that the effects of changes in the climate may be weak or even non-existent. This makes it easy to conclude that climate change will ultimately have less impact than previous warnings have predicted. But it could also be explained as direct and indirect effects cancelling each other out, as scientists from the University of Gothenburg, Sweden, show in a paper recently published in PNAS , the esteemed US scientific journal.","Some research has shown that the effects of changes in the climate may be weak or even non-existent. This makes it easy to conclude that climate change will ultimately have less impact than previous warnings have predicted. But it could also be explained as direct and indirect effects cancelling each other out, as scientists from the University of Gothenburg, Sweden, show in a paper recently published in PNAS , the esteemed US scientific journal.",['1'],['5.1.1'],2,2
31,"There are theories see e.g. the Milankovitch cycle but they have no quantitative predictive value and the actual causal mechanism is far from clear. So we do not know what the temperature outside should be, with and/or without CO 2. We do know historically that the Little Ice Age that ended around 200 years ago was tied for the coldest century long stretch of the entire Holocene that is, the coldest for the last 11,000 or so years (where it might surprise you to learn that the Holocene Optimum was between 1.5 and 2 C warmer than it is today, without CO 2).","There are theories see e.g. the Milankovitch cycle but they have no quantitative predictive value and the actual causal mechanism is far from clear. So we do not know what the temperature outside should be, with and/or without CO 2. We do know historically that the Little Ice Age that ended around 200 years ago was tied for the coldest century long stretch of the entire Holocene that is, the coldest for the last 11,000 or so years (where it might surprise you to learn that the Holocene Optimum was between 1.5 and 2 C warmer than it is today, without CO 2).",['2.1.4'],"['2.1.4', '5.1.3']",2,2
475,"Flashback 2010: Climate Depot's Morano on Fox News: ""There is no way anyone can falsify the global warming theory now because any weather event that happens ""proves' their case'","Flashback 2010: Climate Depot's Morano on Fox News: ""There is no way anyone can falsify the global warming theory now because any weather event that happens ""proves' their case'","['5.1', '5.2.5', '5.3.2']",['5.2.4'],2,2
1291,"Polar bears are extremely unlikely to go extinct. But imagine, just for the sake of an argument, that the Arctic is going to warm up sufficiently for them to get drowned. Can we save them?","Polar bears are extremely unlikely to go extinct. But imagine, just for the sake of an argument, that the Arctic is going to warm up sufficiently for them to get drowned. Can we save them?",['3.2.2'],['0'],2,0
657,"Fifteen-year-long hiatus periods are common in both historical records and in computer models, the technical summary says. But scientists were caught out in one computer model, 111 of 114 estimates over-stated recent temperature rises.","Fifteen-year-long hiatus periods are common in both historical records and in computer models, the technical summary says. But scientists were caught out in one computer model, 111 of 114 estimates over-stated recent temperature rises.","['5.1.4', '5.2.5']",['5.1.4'],2,2
1881,"Over the past three days, the overheated Arctic has been gaining sea ice at a rate of one Manhattan area every 30 seconds. Green below shows the three day gain in ice.","Over the past three days, the overheated Arctic has been gaining sea ice at a rate of one Manhattan area every 30 seconds. Green below shows the three day gain in ice.",['1.1.3'],['1.1.3'],2,2
365,The CSUs prediction for a major hurricane landfall in the U.S. is also on the decidedly low side. The scientists said there is a 28 percent possibility of a Category 3 or above hurricane hitting this countrys coastline. The average for the last century was 52 percent.,The CSUs prediction for a major hurricane landfall in the U.S. is also on the decidedly low side. The scientists said there is a 28 percent possibility of a Category 3 or above hurricane hitting this countrys coastline. The average for the last century was 52 percent.,['1.7'],['1.7'],2,2
879,"Now, there is no shortage of true believers in global warming even in the face of this awe-inspiring scandal. They do have a point: just because there is no evidence of global warming doesn't necessarily mean that it isn't happening.","Now, there is no shortage of true believers in global warming even in the face of this awe-inspiring scandal. They do have a point: just because there is no evidence of global warming doesn't necessarily mean that it isn't happening.","['1', '2.2', '5.2.4']",['2.2'],2,2
1870,2. Do you think human activity is a significant contributing factor in changing mean global temperatures?,2. Do you think human activity is a significant contributing factor in changing mean global temperatures?,['5.1.1'],['0'],2,0
1430,"The tiny effect of rising CO2 levels on climate contrasts sharply with their enormous benefits to plant growth and agriculture. Not only is more CO2 greening deserts, forests and grasslands; it is increasing grain and food yields worldwide, and helping people in developing nations live longer, healthier lives.","The tiny effect of rising CO2 levels on climate contrasts sharply with their enormous benefits to plant growth and agriculture. Not only is more CO2 greening deserts, forests and grasslands; it is increasing grain and food yields worldwide, and helping people in developing nations live longer, healthier lives.",['3.3.1'],['3.3.1'],2,2
2038,"131.At the other end of the spectrum, Plaintiff and his Counsel have issued demands that have no basis in law, as they well know ? including the preposterous assertion, in response to a parody video by ?Minnesotans for Global Warming?, that ?Professor Mann?s likeness? is protected from parody and satire?There is a smell to the hockey stick that, in Lady Macbeth?s words, ?all the perfumes of Arabia will not sweeten? ? nor all the investigations. And so Dr Mann has determined to sue it into respectability.","131.At the other end of the spectrum, Plaintiff and his Counsel have issued demands that have no basis in law, as they well know ? including the preposterous assertion, in response to a parody video by ?Minnesotans for Global Warming?, that ?Professor Mann's likeness? is protected from parody and satire'There is a smell to the hockey stick that, in Lady Macbeth's words, ?all the perfumes of Arabia will not sweeten? ? nor all the investigations. And so Dr Mann has determined to sue it into respectability.",['5.2.5'],['0'],2,0
886,"More to the point, I can?t help but suspect that these calls for sacrifice are, like the Gaia hypothesis, quasi-religious in nature, and at times plainly religious.","More to the point, I can't help but suspect that these calls for sacrifice are, like the Gaia hypothesis, quasi-religious in nature, and at times plainly religious.",['5.2.1'],['0'],2,0
1313,"For example, the accompanying spreadsheet shows that over the most recent warming period (since the late 1970s), the PDO, AMO, and El Nino/La Nina activity can statistically account for most of the recent warming of global average sea surface temperatures.","For example, the accompanying spreadsheet shows that over the most recent warming period (since the late 1970s), the PDO, AMO, and El Nino/La Nina activity can statistically account for most of the recent warming of global average sea surface temperatures.",['2.1'],['2.1'],2,2
581,"Washington, D.C., August 11, 2003In an attempt to discredit the Competitive Enterprise Institute's lawsuit against the White House over the Administration's failure to implement a sound-science law in regard to global warming reports, the state attorneys general of Maine and Connecticut have asked U.S. Attorney General John Ashcroft to investigate an alleged ""sweetheart suit"" relationship between the Bush administration's Council on Environmental Quality and CEI.","Washington, D.C., August 11, 2003In an attempt to discredit the Competitive Enterprise Institute's lawsuit against the White House over the Administration's failure to implement a sound-science law in regard to global warming reports, the state attorneys general of Maine and Connecticut have asked U.S. Attorney General John Ashcroft to investigate an alleged ""sweetheart suit"" relationship between the Bush administration's Council on Environmental Quality and CEI.",['5.1'],['0'],2,0
947,"These represent jobs and orders for equipment that are not occurring in the United States, along with the failure to utilize nuclear energy to provide the growing need for electricity here. The same environmental organizations opposing construction here are the same ones supporting the Environmental Protection Agency's attack on coal-fired electrical plants. The irony is, of course, that nuclear plants do not produce carbon dioxide emissions that the Greens blame for the non-existent ""global warming"", not called ""climate change.""","These represent jobs and orders for equipment that are not occurring in the United States, along with the failure to utilize nuclear energy to provide the growing need for electricity here. The same environmental organizations opposing construction here are the same ones supporting the Environmental Protection Agency's attack on coal-fired electrical plants. The irony is, of course, that nuclear plants do not produce carbon dioxide emissions that the Greens blame for the non-existent ""global warming"", not called ""climate change.""",['1.8'],['1'],2,2
1538,"So, knowing Fred Singer, for example, helped me understand what makes for warm periods and cooling interspersed related to sun cyles.","So, knowing Fred Singer, for example, helped me understand what makes for warm periods and cooling interspersed related to sun cyles.",['2.1.1'],['2.1.1'],2,2
1512,"In short, if melting permafrost continues, as it has being doing steadily since the last Ice Age, then more carbon dioxide will be absorbed. This represents a massive natural buffer to any tipping point predicted by climate change doomsayers.","In short, if melting permafrost continues, as it has being doing steadily since the last Ice Age, then more carbon dioxide will be absorbed. This represents a massive natural buffer to any tipping point predicted by climate change doomsayers.","['1.7', '5.2.4']",['3.1'],2,2
1169,"Game theory suggests that attempts to negotiate an international environmental agreement, aiming to provide a global public good such as greenhouse gas emission reduction, are bound to fail (Barrett 1991, Carraro and Siniscalco 1992, Carraro and Siniscalco 1993).","Game theory suggests that attempts to negotiate an international environmental agreement, aiming to provide a global public good such as greenhouse gas emission reduction, are bound to fail (Barrett 1991, Carraro and Siniscalco 1992, Carraro and Siniscalco 1993).",['4.4.1'],['4.2.4'],1,1
1026,"Does this tattling make any sense? This is the climate fervor. Sense has nothing to do with it. The tattling is sleaze over sense, and soap opera over substance. But lets burrow into the internal logic of it, anyway, without implying any external coherence.","Does this tattling make any sense? This is the climate fervor. Sense has nothing to do with it. The tattling is sleaze over sense, and soap opera over substance. But lets burrow into the internal logic of it, anyway, without implying any external coherence.",['5.2'],['5.2.2'],2,2
1177,"""The fact is that the planet is changing faster than even pessimists expected,"" Krugman insisted. How fast the earth is changing is open to all kinds of debate, but short of an asteroid strike it won't change as fast as the global warming pessimists have claimed.","""The fact is that the planet is changing faster than even pessimists expected,"" Krugman insisted. How fast the earth is changing is open to all kinds of debate, but short of an asteroid strike it won't change as fast as the global warming pessimists have claimed.","['5.1.1', '5.2.4']",['0'],2,0
1752,"The graph above plots the ten year running mean of US hurricane strikes vs. atmospheric CO2. As you can see, there is no correlation between increasing CO2 and increasing hurricane strikes.","The graph above plots the ten year running mean of US hurricane strikes vs. atmospheric CO2. As you can see, there is no correlation between increasing CO2 and increasing hurricane strikes.",['1.7'],['1.7'],2,2
654,"Bauman et al. published a peer-reviewed study regarding corals in the southern Persian Gulf area, which found corals to be hardy and resilient to extreme temperature fluctuations. Their research confirms what other coral studies have found:","Bauman et al. published a peer-reviewed study regarding corals in the southern Persian Gulf area, which found corals to be hardy and resilient to extreme temperature fluctuations. Their research confirms what other coral studies have found:",['3.2.1'],"['3.2.1', '3.2.3']",2,2
741,This chart illustrates a data analysis mistake that is absolutely endemic to many of the most famous climate charts. Marc Morano screencapped this from a new EPA web site (update: Actually originally from Pat Michaels at Cato ),This chart illustrates a data analysis mistake that is absolutely endemic to many of the most famous climate charts. Marc Morano screencapped this from a new EPA web site (update: Actually originally from Pat Michaels at Cato ),"['5.1.2', '5.1.4']",['5.1.4'],2,2
1210,"Fossil fuels have provided the energy to improve farming yields, grow manufacturing and business, and are now powering data servers and even the Cloud, Mr. Duncan said. And while we have all benefited from reliable, clean coal electricity, there are still those who seek to end this American form of power. More and more, this Administration has abdicated its energy policy to the EPA whose regulations will shutter existing coal power plants and thwart the construction of new ones. We would hope that evidence in support of the benefit of fossil fuels, including clean coal, will help bring common sense to the regulatory process.","Fossil fuels have provided the energy to improve farming yields, grow manufacturing and business, and are now powering data servers and even the Cloud, Mr. Duncan said. And while we have all benefited from reliable, clean coal electricity, there are still those who seek to end this American form of power. More and more, this Administration has abdicated its energy policy to the EPA whose regulations will shutter existing coal power plants and thwart the construction of new ones. We would hope that evidence in support of the benefit of fossil fuels, including clean coal, will help bring common sense to the regulatory process.",['4.6.2'],"['4.6.2', '4.6.3']",1,1
1191,"Note that the survey comprised NINE questions, about global warming, to earth scientists. Only two of the questions have ever been revealed, and the results assessed from those two alone. These two do not consider the magnitude of human influence at all. There is no mention even of CO2. Now what on earth were the other 7 questions about, to earth scientists?- Cooking? Sport? Why is the EOS article so coy?","Note that the survey comprised NINE questions, about global warming, to earth scientists. Only two of the questions have ever been revealed, and the results assessed from those two alone. These two do not consider the magnitude of human influence at all. There is no mention even of CO2. Now what on earth were the other 7 questions about, to earth scientists?- Cooking? Sport? Why is the EOS article so coy?","['2.2.7', '5.2.5']",['5.2.3'],2,2
871,U.S. Climate Data Reveals Past Global Warming Far Exceeds Modern Temperature Change,U.S. Climate Data Reveals Past Global Warming Far Exceeds Modern Temperature Change,['2.1.4'],['2.1.4'],2,2
1774,"Commentators tried to blame Western policies for contributing to Niger's famine. David Loyn of the BBC even cited man-made climate change as a contributor: ""Climate change has made Niger a more precarious place to live,' he wrote.","Commentators tried to blame Western policies for contributing to Niger's famine. David Loyn of the BBC even cited man-made climate change as a contributor: ""Climate change has made Niger a more precarious place to live,' he wrote.",['5.2.2'],['0'],2,0
1167,"I can see why Gore is bitter. His comparatively modest investments in green energy promised to make him a global warming billionaire if cap-and-trade were enacted. Unluckily for him, the American people have said no emphatically.","I can see why Gore is bitter. His comparatively modest investments in green energy promised to make him a global warming billionaire if cap-and-trade were enacted. Unluckily for him, the American people have said no emphatically.",['4.4.4'],['5.3.1'],1,1
1221,"The whole Northern Hemisphere is experiencing cold snaps at the same time, says Argiris. Whatever happened to global warming?","The whole Northern Hemisphere is experiencing cold snaps at the same time, says Argiris. Whatever happened to global warming?",['1.3'],['1.3'],2,2
1240,Note my graphic of Perth dam catchment rain steady over 35 years.,Note my graphic of Perth dam catchment rain steady over 35 years.,['1.7'],['0'],2,0
1380,New research questions the forecasting methods scientists have been using to predict future global warming,New research questions the forecasting methods scientists have been using to predict future global warming,"['5.1.1', '5.1.4']",['5.1.4'],2,2
